Rank;NOME
1785;PERFETTI CARLO ALBERTO
1786;LENARDUZZI LUIGI
1787;AMBROSET UMBERTO
1788;CUM RICCARDO
1789;TROGU MATTEO
1790;ANELLI FEDERICO
1791;GIRALDIN ANDREA
1792;SAPUPPO GABRIELE
1793;BIUSO ALFONSO
1794;FONTE MARCO
1795;CONGESTRÌ SALVATORE
1796;FERRANTE FILIPPO MARIA
1797;BERTULLI ALESSIO
1798;GAMBERONI LEONARDO
1799;BURANI LORENZO
1800;RENZONI FEDERICO
1801;CASSAI GIULIO
1801;BANCHIERI MARCO
1803;ENA LORENZO
1804;FAZIO SALVATORE
1805;OCCLEPPO ANDREA SERAFINO
1806;ZUCCA EDOARDO
1807;TRIBUZIO RICCARDO
1808;OTTONE NICOLO'
1809;BUGLIANI PIETRO
1810;BAGNOLI LORENZO
1811;GERRA LORENZO
1812;DI SOMMA GIOVANNI MARIA
1813;STORAI ALESSIO
1814;MASSIMINO CRISTIAN
1815;PUCCETTI FRANCESCO
1816;ACERBI GIANMARCO
1817;VENTRIGLIA PIETRO
1818;MASSIMO LORENZO
1819;FRANCHI SIMONE
1820;COCCIMIGLIO DANIELE
1821;ROSINI MANUEL
1822;AIVALIOTIS ALESSANDRO
1823;LO BUE MANLIO
1824;NAPOLETANO MANUEL
1825;TUA SAMUELE
1826;FRIGERIO DAVIDE
1827;LUCCI FRANCESCO
1828;DE CANUSSIO MASSIMILIANO
1829;MACORIG FABIANO
1830;AUGELLI DAVIDE MARIO
1831;MORASSI ALESSANDRO
1832;GALLI VALERIO GIOVANNI
1833;CICALA LUIGI
1834;GRASSI VANNARA
1835;ATANASIO ANDREA MARIA
1836;DI SARRO THOMAS
1837;DONATIELLO DAVIDE
1838;D'ANTONIO JACOPO
1839;COLOMBI FILIPPO
1840;SERANGELI CLAUDIO
1841;MINETTI LUIGI
1842;MAULE LEO
1843;CARLI BENEDETTO
1844;SANTINI MARCO
1845;DE DONÀ PIETRO
1846;NADIN BRIAN
1847;TORTI LORENZO
1848;SARTORE MATTEO
1849;VIDARI NICOLA
1850;POMELLI STEFANO
1851;BACCHILEGA FABIO
1852;CARBONELLI DANIELE
1853;VALOTI GIORGIO
1854;CASTIONE RICCARDO
1855;COLLETTI BRANDO
1856;SIMONI NICOLÒ JOSEPH
1857;DAL COL NICOLO'
1858;PIRROTTINA ALESSIO
1859;BAIESI DIEGO
1860;CIUTI DANIELE
1861;REITANO GABRIELE
1862;DAL CIN STEFANO
1863;FINI DAVIDE
1864;MARIANI LORENZO
1865;LEARDINI TRAVIS
1866;VERONESE MATTEO
1867;AGOSTINELLO MATTEO
1868;ROVERE DARIO
1869;FERRETTI ALBERTO
1870;TASSINARI PAOLO
1871;BALDI RICCARDO MARIA
1872;ALAIA LORENZO
1873;CASAGRANDE SIMONE
1874;VACCA JACOPO
1875;MAGNI GIACOMO
1876;TUPPINI ANDREA
1877;PARDINI LEONARDO
1878;GIULIANI ALESSANDRO
1879;GUASTELLA ROBERTO
1880;ZUPPA DAVIDE
1881;FERORELLI MATTIA
1882;RIVERA RICCARDO
1883;MISIANI MARCO
1884;BALSAMO LUCA CARMELO
1885;NOTO MATTEO
1886;NICOTRA DAVIDE
1887;ALFIERI EMANUELE
1888;NASR MAIK
1889;FOLETTO EGIDIO
1890;PALMIERI GUIDO
1891;MOLINARI GIACOMO
1892;LA SCALA PIERO
1893;COSTA DANIELE
1894;GENOVESE ALESSANDRO
1895;TAFURI MARIO
1896;DAL MAS CESARE
1897;LOSCO LUIGI
1898;BOTTIN MASSIMO
1899;SANTERAMO MATTEO
1900;MOSCA EMANUELE
1901;MUSITELLI ANDREA
1902;ACUNZO LUIGI
1903;PORTELLA MATTEO
1903;ORNAGHI LUCA ALESSANDRO STEFANO EMANUELE MARIA
1905;DE CAROLIS EDOARDO
1906;PASQUINI TOMMASO
1907;TASSI FRANCESCO
1908;MERIGHI PIETRO
1908;MARCOLIVIO HUGO
1910;TOGNI CAMILLO GIACOMO
1911;VERONESE MATTEO
;
;
;
;
